pl_name,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,st_teff
Kepler-1790 b,Transit,2021,31.58889961,3.1446145,10.0,682.0,5866.0
Kepler-1791 b,Transit,2021,7.720860004,3.12103321,9.91,1021.0,5887.0
Kepler-1792 b,Transit,2021,4.1957798,2.51990972,6.89,1047.0,5229.0
Kepler-1793 b,Transit,2021,8.779999733,3.79037518,13.8,713.0,5191.0
Kepler-1794 b,Transit,2021,9.762980461,1.79426276,3.87,703.0,5052.0
Kepler-1795 b,Transit,2021,13.36019993,1.66301611,3.4,520.0,4500.0
Kepler-1796 b,Transit,2021,29.4557991,2.75047868,8.0,598.0,6036.0
Kepler-1797 b,Transit,2021,23.3593998,3.05774442,9.58,684.0,6244.0
Kepler-1798 b,Transit,2021,16.85589981,2.30911251,5.94,408.0,3967.0
Kepler-1799 b,Transit,2021,11.9296999,4.12801189,15.9,770.0,5831.0
Kepler-18 b,Transit,2011,3.504725,2.0,6.9,1165.0,5345.0
Kepler-18 c,Transit,2011,7.64159,5.49,17.3,899.0,5345.0
Kepler-18 d,Transit,2011,14.85888,6.98,16.4,720.0,5345.0
Kepler-180 b,Transit,2014,13.817124,1.5,2.86,781.0,5731.0
Kepler-180 c,Transit,2014,41.885775,3.01,9.32,540.0,5731.0
Kepler-1800 b,Transit,2021,4.562029839,0.99679734,0.961,1533.0,5343.0
Kepler-1801 b,Transit,2021,10.44089985,2.70926154,7.8,829.0,5738.0
Kepler-1801 c,Transit,2023,116.583183,2.91,8.8,371.0,5738.0
Kepler-1802 b,Transit,2021,15.45020008,1.671,3.43,581.0,4245.0
Kepler-1802 c,Transit,2021,33.13610077,2.322,6.0,357.0,4245.0
Kepler-1804 b,Transit,2021,12.28849983,1.59615726,3.18,913.0,5109.0
Kepler-1805 b,Transit,2021,8.847940445,1.54502915,3.0,479.0,3867.0
Kepler-1806 b,Transit,2021,9.033320427,2.35560189,6.15,729.0,5311.0
Kepler-1807 b,Transit,2021,10.86060047,2.70393215,7.77,1108.0,6455.0
Kepler-1808 b,Transit,2021,23.3404007,3.02511302,9.4,601.0,5530.0
Kepler-1809 b,Transit,2021,3.7572999,1.513,2.9,877.0,4901.0
Kepler-181 b,Transit,2014,3.137873,1.27,2.15,1041.0,5333.0
Kepler-181 c,Transit,2014,4.302149,1.99,4.62,937.0,5333.0
Kepler-1810 b,Transit,2021,101.1330032,3.91815325,14.6,380.0,5492.0
Kepler-1811 b,Transit,2021,76.42230225,3.84829873,14.1,455.0,5561.0
Kepler-1812 b,Transit,2021,7.165219784,2.3249424,6.01,1034.0,6174.0
Kepler-1813 b,Transit,2021,2.818160057,1.413,2.58,1059.0,5167.0
Kepler-1814 b,Transit,2021,2.935359955,2.36961357,6.21,1022.0,4922.0
Kepler-1814 c,Transit,2023,0.626281766,1.76,3.75,1711.0,4922.0
Kepler-1815 b,Transit,2021,12.19139957,2.7489262,7.99,763.0,5516.0
Kepler-1816 b,Transit,2021,91.50099945,1.9679397,4.53,310.0,5051.0
Kepler-1817 b,Transit,2021,44.29919815,2.27349126,5.79,463.0,5316.0
Kepler-1818 b,Transit,2021,4.644909859,1.71360684,3.58,1209.0,6047.0
Kepler-1819 b,Transit,2021,16.48690033,3.90351256,14.5,760.0,6090.0
Kepler-182 b,Transit,2014,9.825792,2.58,7.18,935.0,6250.0
Kepler-182 c,Transit,2014,20.684342,3.43,11.6,729.0,6250.0
Kepler-1820 b,Transit,2021,31.03249931,3.11883067,9.9,561.0,5841.0
Kepler-1821 b,Transit,2021,16.45809937,2.59248115,7.24,644.0,5475.0
Kepler-1822 b,Transit,2021,22.13339996,2.64755943,7.5,507.0,5165.0
Kepler-1823 b,Transit,2021,21.10339928,2.0861268,5.0,718.0,6000.0
Kepler-1824 b,Transit,2021,95.61100006,2.38127597,6.26,421.0,6002.0
Kepler-1825 b,Transit,2021,1.025869966,1.42200732,2.61,1520.0,5123.0
Kepler-1826 b,Transit,2021,1.615360022,1.47519116,2.78,806.0,3821.0
Kepler-1827 b,Transit,2021,3.700619936,1.85644292,4.1,1329.0,5423.0
Kepler-1828 b,Transit,2021,10.2737999,2.11598626,5.13,799.0,5806.0
Kepler-1829 b,Transit,2021,5.186719894,2.47887001,6.71,860.0,5230.0
Kepler-183 b,Transit,2014,5.687945,2.06,4.9,1088.0,5888.0
Kepler-183 c,Transit,2014,11.637071,2.27,35.7,857.0,5888.0
Kepler-1830 b,Transit,2021,56.49330139,3.32992941,11.1,681.0,6160.0
Kepler-1831 b,Transit,2021,5.78387022,1.97019818,4.54,1051.0,6063.0
Kepler-1832 b,Transit,2021,3.138789892,1.22719556,2.02,1022.0,5242.0
Kepler-1833 b,Transit,2021,6.892129898,1.30027362,2.24,1177.0,6164.0
Kepler-1834 b,Transit,2021,4.603010178,1.4593834,2.73,848.0,4821.0
Kepler-1834 c,Transit,2023,0.766691517,1.22,1.98,1541.0,4821.0
Kepler-1835 b,Transit,2021,11.96409988,3.53387773,12.2,808.0,5903.0
Kepler-1836 b,Transit,2021,5.254169941,2.55303229,7.05,1093.0,6123.0
Kepler-1837 b,Transit,2021,5.906089783,2.06673842,4.92,1012.0,5966.0
Kepler-1838 b,Transit,2021,12.14680004,1.66049425,3.4,1097.0,5877.0
Kepler-1839 b,Transit,2021,5.056759834,1.9493759,4.46,1049.0,5926.0
Kepler-184 b,Transit,2014,10.687576,2.36,6.17,780.0,5788.0
Kepler-184 c,Transit,2014,20.303005,1.97,8.8,630.0,5788.0
Kepler-184 d,Transit,2014,29.022358,2.49,6.76,559.0,5788.0
Kepler-1840 b,Transit,2021,131.1900024,2.77771129,8.13,284.0,4898.0
Kepler-1841 b,Transit,2021,25.88599968,1.48912557,2.82,542.0,5190.0
Kepler-1842 b,Transit,2021,14.02639961,2.35388681,6.14,822.0,5970.0
Kepler-1843 b,Transit,2021,25.54339981,2.70909809,7.8,772.0,5422.0
Kepler-1844 b,Transit,2021,3.924510002,3.03648191,9.46,1074.0,5776.0
Kepler-1845 b,Transit,2021,11.60649967,2.43836702,6.52,584.0,4703.0
Kepler-1846 b,Transit,2021,14.82009983,1.76378826,3.76,552.0,4825.0
Kepler-1847 b,Transit,2021,11.12969971,2.74516914,7.97,843.0,6122.0
Kepler-1848 b,Transit,2021,5.604020119,1.4088539,2.57,774.0,4847.0
Kepler-1849 b,Transit,2021,57.29290009,2.38685349,6.29,355.0,4806.0
Kepler-185 b,Transit,2014,1.6329,1.17,1.71,1237.0,5208.0
Kepler-185 c,Transit,2014,20.729042,2.02,4.74,530.0,5208.0
Kepler-1850 b,Transit,2021,1.385800004,0.72909663,0.313,1008.0,4239.0
Kepler-1851 b,Transit,2021,12.02289963,3.90012032,14.5,776.0,5982.0
Kepler-1852 b,Transit,2021,7.970940113,1.88610592,4.22,760.0,5237.0
Kepler-1853 b,Transit,2021,48.88819885,1.51862272,2.92,386.0,4821.0
Kepler-1854 b,Transit,2021,39.83110046,2.58746104,7.21,420.0,5026.0
Kepler-1855 b,Transit,2021,0.727330983,1.216205,1.96,849.0,3460.0
Kepler-1856 b,Transit,2021,1.302000046,1.73447868,3.66,1344.0,4948.0
Kepler-1857 b,Transit,2021,8.94340992,1.96065412,4.5,946.0,6074.0
Kepler-1858 b,Transit,2021,88.07160187,2.42168247,6.44,330.0,4939.0
Kepler-1859 b,Transit,2021,2.729599953,1.58313575,3.13,1455.0,5887.0
Kepler-1859 c,Transit,2023,3.59645081,1.66,3.39,1327.0,5887.0
Kepler-186 b,Transit,2014,3.8867907,1.07,1.24,571.0,3788.0
Kepler-186 c,Transit,2014,7.267302,1.25,2.1,464.0,3788.0
Kepler-186 d,Transit,2014,13.342996,1.4,2.54,379.0,3788.0
Kepler-186 e,Transit,2014,22.407704,1.27,2.15,319.0,3788.0
Kepler-186 f,Transit,2014,129.9441,1.17,1.71,177.0,3755.0
Kepler-1860 b,Transit,2021,12.73719978,1.13863767,1.55,697.0,5420.0
Kepler-1861 b,Transit,2021,40.0306015,2.20677414,5.5,617.0,5855.0
Kepler-1862 b,Transit,2021,16.05730057,2.203,5.49,645.0,5644.0
Kepler-1863 b,Transit,2021,44.99760056,2.26309256,5.74,508.0,5871.0
Kepler-1864 b,Transit,2021,3.881510019,0.75408365,0.353,1156.0,5854.0
Kepler-1865 b,Transit,2021,2.524009943,1.57686072,3.11,1203.0,5420.0
Kepler-1866 b,Transit,2021,11.66009998,2.08215108,4.99,834.0,5791.0
Kepler-1867 b,Transit,2021,9.887359619,1.15985997,1.65,768.0,5693.0
Kepler-1868 b,Transit,2021,211.0339966,3.14950109,10.1,215.0,4658.0
Kepler-1869 b,Transit,2021,8.167360306,1.11955354,1.46,865.0,5808.0
Kepler-1869 c,Transit,2023,1.716828304,0.74,0.33,1455.0,5808.0
Kepler-187 b,Transit,2014,4.938864,1.41,2.57,1244.0,6105.0
Kepler-187 c,Transit,2014,10.640263,2.67,7.61,963.0,6105.0
Kepler-1870 b,Transit,2021,3.606940031,2.10143764,5.07,1046.0,5508.0
Kepler-1871 b,Transit,2021,1.952700019,2.42172881,6.44,1403.0,5741.0
Kepler-1872 b,Transit,2021,3.825910091,2.38421141,6.28,1005.0,5223.0
Kepler-1873 b,Transit,2021,0.558842003,1.62573811,3.28,1787.0,5151.0
Kepler-1874 b,Transit,2021,56.57320023,2.21110724,5.52,356.0,4701.0
Kepler-1875 b,Transit,2021,34.45859909,3.22686692,10.5,559.0,6161.0
Kepler-1876 b,Transit,2021,6.99205,0.853,2.4,1299.0,6104.0
Kepler-1877 b,Transit,2021,2.377569914,0.624086,0.179,1278.0,5615.0
Kepler-1878 b,Transit,2021,4.445879936,2.92019781,8.86,1063.0,5918.0
Kepler-1879 b,Transit,2021,10.61340046,2.06512018,4.92,987.0,5865.0
Kepler-188 b,Transit,2014,2.061897,1.68,3.46,1463.0,6021.0
Kepler-188 c,Transit,2014,5.996553,3.19,10.3,1025.0,6021.0
Kepler-1880 b,Transit,2021,6.309219837,2.11686218,5.13,606.0,4380.0
Kepler-1881 b,Transit,2021,159.3939972,2.98104391,9.17,289.0,5135.0
Kepler-1882 b,Transit,2021,13.78730011,1.48674404,2.81,894.0,5691.0
Kepler-1883 b,Transit,2021,103.427002,3.25107395,10.6,416.0,6208.0
Kepler-1884 b,Transit,2021,8.988320351,1.81406781,3.95,864.0,5984.0
Kepler-1885 b,Transit,2021,2.522559881,1.51110555,2.89,1205.0,5591.0
Kepler-1886 b,Transit,2021,24.2758007,2.58158428,7.18,580.0,5745.0
Kepler-1887 b,Transit,2021,19.94750023,2.92454357,8.88,625.0,5749.0
Kepler-1888 b,Transit,2021,11.39169979,1.32578716,2.32,886.0,5557.0
Kepler-1889 b,Transit,2021,37.30369949,2.94360686,8.98,493.0,5646.0
Kepler-189 b,Transit,2014,10.399931,1.21,1.92,678.0,5235.0
Kepler-189 c,Transit,2014,20.134866,2.38,22.7,544.0,5235.0
Kepler-1890 b,Transit,2021,4.820590019,0.86867375,0.587,1328.0,6046.0
Kepler-1891 b,Transit,2021,4.02229023,1.52139156,2.93,1017.0,5516.0
Kepler-1892 b,Transit,2021,6.331230164,1.83707938,4.03,822.0,5383.0
Kepler-1893 b,Transit,2021,4.179369926,1.70557445,3.55,1194.0,5633.0
Kepler-1894 b,Transit,2021,2.762660027,1.20117759,1.87,1231.0,5772.0
Kepler-1894 c,Transit,2023,5.05368985,1.21,1.92,1007.0,5772.0
Kepler-1895 b,Transit,2021,6.070290089,2.11934728,5.14,789.0,5076.0
Kepler-1896 b,Transit,2021,44.87020111,3.09935997,9.8,536.0,6122.0
Kepler-1897 b,Transit,2021,24.22030067,2.81407954,8.32,505.0,5165.0
Kepler-1898 b,Transit,2021,4.765620232,0.93353523,0.76,1167.0,5702.0
Kepler-1899 b,Transit,2021,4.095779896,1.55098292,3.02,851.0,4791.0
Kepler-19 b,Transit,2011,9.28699,2.209,6.1,851.0,5541.0
Kepler-19 c,Transit Timing Variations,2011,28.731,3.68,13.1,,5544.0
Kepler-19 d,Radial Velocity,2017,62.95,5.06,22.5,,5544.0
Kepler-190 b,Transit,2014,2.019999,1.56,3.05,1166.0,5106.0
Kepler-190 c,Transit,2014,3.763024,1.46,2.73,948.0,5106.0
Kepler-1900 b,Transit,2021,2.986229897,1.62314676,3.27,1356.0,6173.0
Kepler-1901 b,Transit,2021,3.484129906,1.47418907,2.77,1132.0,5696.0
Kepler-1902 b,Transit,2021,3.822220087,1.17563613,1.74,601.0,3729.0
Kepler-1903 b,Transit,2021,17.0678997,2.28642395,5.85,769.0,6347.0
Kepler-1904 b,Transit,2021,4.577020168,1.3904994,2.51,567.0,3805.0
Kepler-1905 b,Transit,2021,3.42392993,1.4460734,2.69,1212.0,5788.0
Kepler-1906 b,Transit,2021,7.362689972,2.77615754,8.13,901.0,5868.0
Kepler-1907 b,Transit,2021,5.652450085,0.86973029,0.589,856.0,5159.0
Kepler-1907 c,Transit,2021,14.86390018,1.15547044,1.63,620.0,5159.0
Kepler-1909 b,Transit,2021,2.391609907,1.09217411,1.33,1031.0,4935.0
Kepler-191 b,Transit,2014,9.939632,1.34,2.36,722.0,5282.0
Kepler-191 c,Transit,2014,17.738506,1.86,4.12,596.0,5282.0
Kepler-191 d,Transit,2016,5.945041017,2.28,5.82,857.0,5215.0
Kepler-1910 b,Transit,2021,5.688769817,1.184,1.78,645.0,4234.0
Kepler-1911 b,Transit,2021,5.990799904,1.011,1.01,987.0,5721.0
Kepler-1912 b,Transit,2021,6.059219837,1.35670508,2.41,976.0,5734.0
Kepler-1913 b,Transit,2021,14.1960001,1.51852059,2.92,818.0,6214.0
Kepler-1914 b,Transit,2021,30.82789993,2.9429803,8.97,585.0,5982.0
Kepler-1915 b,Transit,2021,13.83539963,3.21798413,10.4,809.0,6020.0
Kepler-1916 b,Transit,2021,31.25429916,2.61757235,7.35,635.0,6246.0
Kepler-1917 b,Transit,2021,12.90240002,1.88971288,4.23,675.0,5530.0
Kepler-1918 b,Transit,2021,47.0564003,2.29763023,5.89,497.0,5889.0
Kepler-1919 b,Transit,2021,37.88660049,2.62390658,7.38,479.0,5513.0
Kepler-192 b,Transit,2014,9.926746,2.74,7.95,803.0,5479.0
Kepler-192 c,Transit,2014,21.2234,2.79,8.2,623.0,5479.0
Kepler-192 d,Transit,2016,6.47027579,1.02,1.04,926.0,5487.0
Kepler-1920 b,Transit,2021,30.2541008,2.95415848,9.03,660.0,6277.0
Kepler-1921 b,Transit,2021,20.03479958,2.89459458,8.72,967.0,6120.0
Kepler-1921 c,Transit,2023,3.15722086,1.41,2.57,1791.0,6120.0
Kepler-1922 b,Transit,2021,13.22259998,2.29064904,5.86,740.0,5931.0
Kepler-1923 b,Transit,2021,52.60969925,1.95958179,4.5,553.0,5881.0
Kepler-1924 b,Transit,2021,15.33170033,2.65446572,7.53,821.0,5726.0
Kepler-1925 b,Transit,2021,46.71640015,3.00177922,9.28,531.0,5856.0
Kepler-1926 b,Transit,2021,42.87770081,2.31495961,5.97,451.0,5256.0
Kepler-1927 b,Transit,2021,73.75039673,3.40627075,11.5,677.0,6056.0
Kepler-1928 b,Transit,2021,19.57783,1.992,4.63,621.0,5720.0
Kepler-1929 b,Transit,2021,59.36249924,3.07250761,9.65,566.0,5786.0
Kepler-193 b,Transit,2014,11.38848,2.39,6.3,979.0,6335.0
Kepler-193 c,Transit,2014,50.697494,2.75,8.0,595.0,6335.0
Kepler-1930 b,Transit,2021,13.02680016,1.52955541,2.95,643.0,5083.0
Kepler-1931 b,Transit,2021,38.5760994,2.65323514,7.53,619.0,6167.0
Kepler-1932 b,Transit,2021,0.524177015,1.51482218,2.91,1891.0,5278.0
Kepler-1933 b,Transit,2021,4.943290234,1.17984089,1.76,1058.0,5661.0
Kepler-1934 b,Transit,2021,1.419759989,0.91307734,0.702,1700.0,5925.0
Kepler-1935 b,Transit,2021,3.951400042,2.50271696,6.82,1083.0,5570.0
Kepler-1936 b,Transit,2021,126.5569992,3.16615594,10.2,524.0,6501.0
Kepler-1937 b,Transit,2021,9.688599586,3.0229133,9.39,1014.0,6457.0
Kepler-1938 b,Transit,2021,13.06260014,1.82828927,4.0,527.0,4522.0
Kepler-1939 b,Transit,2021,2.790659904,1.16480773,1.68,816.0,4353.0
Kepler-194 b,Transit,2014,2.092281,1.51,2.89,1648.0,6089.0
Kepler-194 c,Transit,2014,17.308032,2.59,7.22,815.0,6089.0
Kepler-194 d,Transit,2014,52.814973,2.4,6.35,562.0,6089.0
Kepler-1940 b,Transit,2021,4.950610161,1.54732469,3.01,885.0,5431.0
Kepler-1941 b,Transit,2021,31.33510017,2.64976949,7.51,666.0,6404.0
Kepler-1942 b,Transit,2021,4.626049995,2.1170287,5.13,1012.0,5834.0
Kepler-1943 b,Transit,2021,4.850180149,1.54869189,3.02,1098.0,6032.0
Kepler-1944 b,Transit,2021,9.842579842,2.75971163,8.05,801.0,5585.0
Kepler-1945 b,Transit,2021,6.080039978,1.289,2.21,808.0,4991.0
Kepler-1946 b,Transit,2021,3.035190105,2.48812698,6.75,1143.0,5505.0
Kepler-1947 b,Transit,2021,6.963630199,1.0101666,1.01,1298.0,6040.0
Kepler-1948 b,Transit,2021,15.57129955,1.03283226,1.09,399.0,3872.0
Kepler-1949 b,Transit,2021,2.208280087,2.21964541,5.56,1709.0,6028.0
Kepler-195 b,Transit,2014,8.307872,2.03,4.78,751.0,5329.0
Kepler-195 c,Transit,2014,34.096863,1.55,3.02,469.0,5329.0
Kepler-1950 b,Transit,2021,10.77690029,1.52696349,2.95,752.0,5455.0
Kepler-1951 b,Transit,2021,20.65780067,2.32107188,6.0,728.0,5468.0
Kepler-1952 b,Transit,2021,27.21080017,1.23923346,2.07,725.0,5973.0
Kepler-1953 b,Transit,2021,6.245659828,1.28574667,2.2,731.0,4858.0
Kepler-1954 b,Transit,2021,5.883430004,1.80235934,3.9,949.0,5840.0
Kepler-1955 b,Transit,2021,14.26519966,1.16654878,1.69,853.0,5825.0
Kepler-1956 b,Transit,2021,5.943719864,1.08940238,1.32,674.0,4391.0
Kepler-1957 b,Transit,2021,2.186619997,0.94374867,0.79,1099.0,4904.0
Kepler-1958 b,Transit,2021,9.328619957,2.05124311,4.86,806.0,5749.0
Kepler-1959 b,Transit,2021,6.38669014,1.14315727,1.57,811.0,5071.0
Kepler-196 b,Transit,2014,20.739886,1.9,4.27,536.0,5128.0
Kepler-196 c,Transit,2014,47.427737,2.24,5.65,407.0,5128.0
Kepler-196 d,Transit,2021,122.0800018,2.66065673,7.56,297.0,5132.0
Kepler-1960 b,Transit,2021,2.297940016,1.30749704,2.26,1547.0,6371.0
Kepler-1961 b,Transit,2021,5.604710102,1.6187808,3.25,866.0,5401.0
Kepler-1962 b,Transit,2021,7.991459846,1.21463929,1.95,901.0,5700.0
Kepler-1963 b,Transit,2021,1.962260008,0.74437023,0.337,1448.0,5726.0
Kepler-1964 b,Transit,2021,2.440829992,1.7810587,3.83,986.0,4803.0
Kepler-1965 b,Transit,2021,41.86869812,1.35415138,2.4,492.0,5852.0
Kepler-1966 b,Transit,2021,8.617429733,1.10479327,1.39,733.0,5009.0
Kepler-1967 b,Transit,2021,7.281690121,0.73022577,0.315,1086.0,4970.0
Kepler-1968 b,Transit,2021,7.281099796,1.50004034,2.86,744.0,5008.0
Kepler-1969 b,Transit,2021,6.647520065,1.68161001,3.47,999.0,6046.0
Kepler-197 b,Transit,2014,5.599308,1.02,1.04,1142.0,6004.0
Kepler-197 c,Transit,2014,10.349695,1.23,5.3,930.0,6004.0
Kepler-197 d,Transit,2014,15.677563,1.22,1.98,810.0,6004.0
Kepler-197 e,Transit,2014,25.209715,0.91,0.693,691.0,6004.0
Kepler-1972 b,Transit,2022,7.54425,0.802,2.02,1084.0,5818.0
Kepler-1972 c,Transit,2022,11.3295,0.868,2.11,1215.0,5818.0
Kepler-1976 b,Transit Timing Variations,2023,4.959319244,12.21,,1103.0,5712.0
Kepler-1977 b,Transit,2023,4.53702121,1.66,3.39,798.0,4805.0
Kepler-1978 b,Transit,2023,10.84969477,2.67,7.61,676.0,5251.0
Kepler-1979 b,Transit,2023,18.5084526,29.33,,683.0,5942.0
Kepler-198 b,Transit,2014,17.790037,2.82,8.35,655.0,5574.0
Kepler-198 c,Transit,2014,49.567416,2.47,6.66,465.0,5574.0
Kepler-198 d,Transit,2016,1.31184443,1.53,2.96,1562.0,5636.0
Kepler-1980 b,Transit,2023,33.0257179,2.21,5.52,564.0,5819.0
Kepler-1981 b,Transit,2023,453.54212,9.23,62.5,390.0,5874.0
Kepler-1982 b,Transit,2023,3.82315697,0.77,0.381,1282.0,6202.0
Kepler-1983 b,Transit,2023,7.32851947,2.33,6.04,807.0,5135.0
Kepler-1984 b,Transit,2023,1.992812339,6.81,37.3,675.0,3638.0
Kepler-1985 b,Transit,2023,3.42064689,2.27,5.77,1129.0,5370.0
Kepler-1986 b,Transit,2023,19.5489666,1.89,4.23,579.0,5549.0
Kepler-1987 b,Transit,2023,2.345863002,1.23,2.04,997.0,4769.0
Kepler-1987 c,Transit,2023,3.64830183,1.33,2.33,860.0,4769.0
Kepler-1987 d,Transit,2023,5.644914154,2.66,7.56,744.0,4769.0
Kepler-1987 e,Transit,2023,8.74292005,1.92,4.35,643.0,4769.0
Kepler-1988 b,Transit,2023,11.49500229,1.53,2.96,1105.0,6033.0
Kepler-1989 b,Transit,2023,10.161023528,4.62,19.3,904.0,6032.0
Kepler-199 b,Transit,2014,23.637604,3.11,9.85,595.0,5644.0
Kepler-199 c,Transit,2014,67.093408,3.25,10.6,420.0,5644.0
Kepler-1990 b,Transit,2023,1.73513619,3.27,10.7,1554.0,5751.0
Kepler-1990 c,Transit,2023,4.06844957,0.98,0.904,1170.0,5751.0
Kepler-1991 b,Transit,2023,13.26079792,1.47,2.76,760.0,5478.0
Kepler-1991 c,Transit,2023,22.79020351,2.57,7.13,634.0,5478.0
Kepler-1992 b,Transit,2023,15.6112238,0.91,0.693,637.0,5383.0
Kepler-1993 b,Transit,2023,26.6565737,4.15,16.1,903.0,5159.0
Kepler-1994 b,Transit,2023,4.61225043,0.51,0.087,1032.0,5495.0
Kepler-1995 b,Transit,2023,73.7578875,4.28,16.9,375.0,5029.0
Kepler-1996 b,Transit,2023,32.376183,2.26,5.73,392.0,4580.0
Kepler-1996 c,Transit,2023,92.7297248,2.81,8.3,276.0,4580.0
Kepler-1997 b,Transit,2023,26.7575866,2.28,5.82,660.0,6215.0
Kepler-1998 b,Transit,2023,3.03267135,0.6,0.156,1187.0,5640.0
Kepler-1999 b,Transit,2023,8.7396758,3.29,10.8,577.0,4406.0
Kepler-20 b,Transit,2011,3.6961049,1.773,9.7,1187.0,5495.0
Kepler-20 c,Transit,2011,10.8540774,2.894,11.1,828.0,5495.0
Kepler-20 d,Transit,2011,77.611455,2.606,13.4,430.0,5495.0
Kepler-20 e,Transit,2011,6.0984882,0.821,0.76,1004.0,5495.0
Kepler-20 f,Transit,2011,19.578328,0.952,1.4,681.0,5495.0
Kepler-20 g,Radial Velocity,2016,34.94,4.71,19.96,524.0,5495.0
Kepler-200 b,Transit,2014,8.594805,2.13,5.18,854.0,5678.0
Kepler-200 c,Transit,2014,10.222157,1.59,3.15,806.0,5678.0
Kepler-2000 b,Transit,2023,6.383159135,2.73,7.9,530.0,3757.0
Kepler-2000 c,Transit,2023,20.6180348,1.57,3.09,359.0,3757.0
Kepler-2001 b,Transit,2023,1.090011003,1.04,1.12,1402.0,5081.0
Kepler-2001 c,Transit,2023,14.092583189,1.82,3.97,597.0,5081.0
Kepler-201 b,Transit,2014,25.672083,2.46,6.62,683.0,6065.0
Kepler-201 c,Transit,2014,151.884058,2.85,8.5,378.0,6065.0
Kepler-202 b,Transit,2014,4.069427,1.63,3.29,802.0,4668.0
Kepler-202 c,Transit,2014,16.282493,1.85,4.08,505.0,4668.0
Kepler-203 b,Transit,2014,3.162697,2.57,7.13,1308.0,5821.0
Kepler-203 c,Transit,2014,5.370647,2.47,749.9,1096.0,5821.0
Kepler-203 d,Transit,2014,11.32972,1.44,33.9,855.0,5821.0
Kepler-204 b,Transit,2014,14.400974,2.53,6.94,828.0,5812.0
Kepler-204 c,Transit,2014,25.660593,1.79,3.86,683.0,5812.0
Kepler-205 b,Transit,2014,2.75564,1.51,2.89,757.0,4321.0
Kepler-205 c,Transit,2014,20.306546,1.64,3.33,389.0,4321.0
Kepler-206 b,Transit,2014,7.781987,1.2,1.87,983.0,5764.0
Kepler-206 c,Transit,2014,13.137471,1.77,3.78,825.0,5764.0
Kepler-206 d,Transit,2014,23.44281,1.19,1.81,681.0,5764.0
Kepler-207 b,Transit,2014,1.611865,1.57,3.09,1930.0,5920.0
Kepler-207 c,Transit,2014,3.071571,1.5,2.86,1556.0,5920.0
Kepler-207 d,Transit,2014,5.868075,3.31,11.0,1254.0,5920.0
Kepler-208 b,Transit,2014,4.22864,1.63,3.29,1379.0,6092.0
Kepler-208 c,Transit,2014,7.466623,1.39,2.51,1141.0,6092.0
Kepler-208 d,Transit,2014,11.131786,1.2,1.87,999.0,6092.0
Kepler-208 e,Transit,2014,16.259458,1.48,2.79,880.0,6092.0
Kepler-209 b,Transit,2014,16.087845,2.26,5.73,668.0,5513.0
Kepler-209 c,Transit,2014,41.749882,3.1,9.8,486.0,5513.0
Kepler-21 b,Transit,2012,2.7858212,1.639,7.5,2015.0,6305.0
Kepler-210 b,Transit,2014,2.453234,2.94,8.96,737.0,4559.0
Kepler-210 c,Transit,2014,7.972513,3.62,12.8,497.0,4559.0
Kepler-211 b,Transit,2014,4.138575,1.26,2.13,954.0,5123.0
Kepler-211 c,Transit,2014,6.04045,1.29,18.3,841.0,5123.0
Kepler-212 b,Transit,2014,16.257582,1.09,1.32,830.0,5852.0
Kepler-212 c,Transit,2014,31.805174,2.74,7.95,664.0,5852.0
Kepler-213 b,Transit,2014,2.46236,1.62,3.26,1326.0,5696.0
Kepler-213 c,Transit,2014,4.822962,2.34,6.08,1060.0,5696.0
Kepler-214 b,Transit,2014,15.660544,2.61,7.32,758.0,6169.0
Kepler-214 c,Transit,2014,28.7798,2.13,5.18,619.0,6169.0
Kepler-215 b,Transit,2014,9.360672,1.62,3.26,784.0,5739.0
Kepler-215 c,Transit,2014,14.667108,1.77,3.78,675.0,5739.0
Kepler-215 d,Transit,2014,30.864423,2.39,23.6,527.0,5739.0
Kepler-215 e,Transit,2014,68.16101,1.75,3.71,405.0,5739.0
Kepler-216 b,Transit,2014,7.693641,2.35,6.12,1069.0,6091.0
Kepler-216 c,Transit,2014,17.406669,3.04,9.48,814.0,6091.0
Kepler-217 b,Transit,2014,5.374943,2.23,5.6,1413.0,6171.0
Kepler-217 c,Transit,2014,8.586004,1.85,4.08,1208.0,6171.0
Kepler-217 d,Transit,2016,3.88689525,1.32,2.3,1574.0,6341.0
Kepler-218 b,Transit,2014,3.619337,1.48,2.79,1156.0,5502.0
Kepler-218 c,Transit,2014,44.699576,3.14,10.0,500.0,5502.0
Kepler-218 d,Transit,2016,124.5244647,2.66,7.56,356.0,5542.0
Kepler-219 b,Transit,2014,4.585512,2.95,9.01,1307.0,5786.0
Kepler-219 c,Transit,2014,22.714613,3.58,12.5,766.0,5786.0
Kepler-219 d,Transit,2014,47.903645,2.81,19.1,598.0,5786.0
Kepler-22 b,Transit,2011,289.863876,2.1,9.1,279.0,5596.0
Kepler-220 b,Transit,2014,4.159807,0.81,0.457,759.0,4632.0
Kepler-220 c,Transit,2014,9.034199,1.57,3.09,586.0,4632.0
Kepler-220 d,Transit,2014,28.122397,0.98,0.904,401.0,4632.0
Kepler-220 e,Transit,2014,45.902733,1.33,2.33,341.0,4632.0
Kepler-221 b,Transit,2014,2.795906,1.71,5.95575,1090.0,5243.0
